,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
1124,24,2000-01-24,Amazonas,3637.33,Ensino Médio,1,Solteiro,Indústria
1126,39,1984-06-24,Ceará,6576.81,Ensino Médio,0,Casado,Comércio
1127,66,1957-08-31,Rio Grande do Sul,8205.76,Ensino Fundamental,2,Divorciado,Saúde
1128,31,1993-03-10,Rondônia,8539.1,Ensino Médio,1,Casado,Tecnologia
1129,40,1983-05-10,Distrito Federal,6554.13,Ensino Médio,2,Casado,Saúde
1130,21,2002-07-31,Santa Catarina,6916.9,Ensino Médio,0,Viúvo,Tecnologia
1132,20,2003-11-18,Paraíba,3878.28,Ensino Médio,1,Solteiro,Educação
1133,20,2003-12-27,Mato Grosso,7318.42,Pós-graduação,2,Casado,Indústria
1134,51,1972-10-06,Rio Grande do Norte,11778.07,Ensino Superior,1,Solteiro,Indústria
1135,59,1964-08-15,São Paulo,2065.04,Ensino Fundamental,2,Divorciado,Indústria
1136,21,2002-09-20,Piauí,5407.89,Ensino Médio,1,Casado,Educação
1138,19,2005-01-10,Amazonas,6934.97,Ensino Médio,3,Solteiro,Saúde
1139,78,1945-08-04,Sergipe,5063.84,Ensino Médio,2,Solteiro,Educação
1140,26,1998-03-14,Paraíba,3293.79,Ensino Fundamental,3,Casado,Saúde
1141,29,1994-08-03,Roraima,4656.64,Ensino Fundamental,3,Casado,Comércio
1142,63,1960-10-19,Rio de Janeiro,5817.82,Ensino Fundamental,0,Casado,Tecnologia
1144,55,1968-12-18,Piauí,4949.88,Ensino Fundamental,3,Casado,Indústria
1145,18,2005-10-03,Espírito Santo,2843.65,Ensino Médio,0,Casado,Educação
1146,20,2004-01-08,Alagoas,4894.09,Ensino Superior,0,Casado,Comércio
1148,22,2001-12-28,Amapá,5743.77,Ensino Superior,1,Casado,Comércio
1149,63,1960-06-27,Piauí,19973.77,Ensino Superior,0,Casado,Indústria
1150,59,1964-11-19,Rio Grande do Sul,12844.87,Ensino Médio,3,Casado,Tecnologia
1151,32,1991-11-06,Mato Grosso do Sul,4583.91,Ensino Fundamental,0,Casado,Saúde
1152,54,1969-11-13,Acre,6960.94,Ensino Médio,0,Solteiro,Educação
1153,20,2003-04-13,Bahia,7180.58,Ensino Médio,5,Casado,Tecnologia
1155,23,2001-01-18,Mato Grosso,2600.31,Ensino Fundamental,1,Casado,Comércio
1156,29,1994-09-12,Roraima,3673.02,Ensino Médio,1,Casado,Indústria
1157,64,1959-11-01,Minas Gerais,2825.66,Ensino Fundamental,1,Casado,Saúde
1158,63,1960-07-04,São Paulo,7016.48,Ensino Fundamental,3,Casado,Saúde
1161,20,2003-05-31,Maranhão,5139.4,Ensino Médio,3,Solteiro,Tecnologia
1162,34,1989-09-08,Pernambuco,3390.4,Ensino Fundamental,2,Solteiro,Saúde
1163,47,1976-12-20,Maranhão,4986.68,Ensino Médio,1,Casado,Comércio
1164,34,1989-07-12,Tocantins,7044.24,Ensino Médio,0,Solteiro,Saúde
1165,61,1963-03-13,Espírito Santo,11548.24,Ensino Médio,0,Casado,Educação
1166,55,1968-09-20,Roraima,9070.76,Ensino Médio,0,Casado,Saúde
1168,71,1953-03-27,Maranhão,3284.83,Ensino Médio,1,Casado,Comércio
1169,18,2005-07-13,Amapá,3661.19,Ensino Médio,0,Casado,Comércio
1170,30,1993-10-31,Alagoas,7087.09,Ensino Médio,0,Solteiro,Saúde
1171,52,1971-09-05,São Paulo,8103.32,Ensino Médio,0,Solteiro,Tecnologia
1172,24,1999-04-18,Goiás,3139.92,Ensino Médio,0,Solteiro,Tecnologia
1173,24,2000-02-09,Tocantins,2399.28,Ensino Fundamental,1,Solteiro,Educação
1174,23,2001-04-11,Espírito Santo,2909.73,Ensino Médio,0,Casado,Comércio
1175,59,1964-10-01,Rio Grande do Sul,10984.35,Ensino Médio,3,Casado,Comércio
1178,19,2004-06-15,Rio Grande do Sul,7638.54,Ensino Superior,0,Casado,Tecnologia
1179,24,1999-06-23,Espírito Santo,2858.44,Ensino Fundamental,0,Casado,Indústria
1180,32,1992-04-01,Pará,3377.74,Ensino Médio,0,Solteiro,Comércio
1182,59,1964-05-16,São Paulo,7455.27,Ensino Superior,1,Solteiro,Tecnologia
1183,57,1966-09-14,Ceará,15678.53,Ensino Superior,0,Casado,Indústria
1184,19,2004-05-30,Ceará,3756.77,Ensino Médio,0,Casado,Saúde
1185,44,1979-11-02,Acre,3675.29,Ensino Fundamental,5,Casado,Saúde
1186,55,1968-06-11,Minas Gerais,8631.85,Ensino Fundamental,0,Casado,Tecnologia
1187,62,1962-03-08,Amazonas,2978.66,Ensino Fundamental,2,Casado,Educação
1188,27,1996-09-13,Bahia,4249.05,Ensino Médio,1,Divorciado,Indústria
1189,19,2005-03-06,São Paulo,3879.4,Ensino Médio,1,Casado,Educação
1190,40,1983-04-27,Rio Grande do Norte,8846.86,Ensino Médio,0,Divorciado,Indústria
1191,20,2003-12-22,Rio Grande do Norte,3467.28,Ensino Médio,3,Casado,Indústria
1192,19,2004-06-25,Paraná,5600.52,Ensino Médio,0,Casado,Educação
1193,62,1961-05-06,Bahia,17001.38,Ensino Superior,0,Casado,Indústria
1194,58,1966-01-04,Acre,14933.34,Ensino Médio,2,Casado,Tecnologia
1195,45,1979-02-23,Roraima,4763.77,Ensino Médio,0,Solteiro,Saúde
1196,61,1963-03-15,Maranhão,6772.27,Ensino Fundamental,1,Casado,Indústria
1197,28,1996-01-19,Rio Grande do Norte,6655.65,Ensino Médio,0,Solteiro,Saúde
1198,34,1990-02-06,Rio Grande do Norte,7012.65,Ensino Superior,1,Casado,Indústria
1199,31,1993-01-16,Ceará,4107.73,Ensino Superior,0,Casado,Saúde
1200,18,2005-09-01,Mato Grosso do Sul,6782.65,Ensino Superior,1,Casado,Indústria
1201,39,1984-09-23,Acre,5568.95,Ensino Fundamental,0,Solteiro,Saúde
1202,20,2004-01-15,Rio Grande do Sul,4592.16,Ensino Médio,0,Casado,Educação
1203,19,2005-03-27,Mato Grosso do Sul,5424.94,Ensino Médio,0,Casado,Comércio
1204,18,2005-04-24,Roraima,9440.9,Ensino Superior,0,Casado,Tecnologia
1205,59,1964-05-11,Minas Gerais,5303.7,Ensino Fundamental,1,Casado,Comércio
1206,55,1968-05-28,Roraima,16613.33,Pós-graduação,1,Casado,Educação
1207,32,1992-01-13,Distrito Federal,3719.61,Ensino Médio,3,Solteiro,Indústria
1208,45,1978-05-17,Ceará,5056.19,Ensino Fundamental,0,Casado,Indústria
1209,65,1958-10-07,Rio Grande do Sul,8270.11,Ensino Médio,0,Solteiro,Saúde
1210,41,1982-11-18,Minas Gerais,6639.71,Ensino Superior,2,Casado,Indústria
1211,46,1977-12-11,Santa Catarina,1902.71,Ensino Fundamental,1,Casado,Indústria
1212,23,2000-11-24,Mato Grosso,2412.74,Ensino Fundamental,1,Casado,Comércio
1213,48,1975-10-07,Piauí,2426.89,Ensino Fundamental,2,Casado,Indústria
1214,21,2002-10-24,Tocantins,7751.36,Ensino Médio,3,Casado,Tecnologia
1215,46,1977-05-27,Bahia,3845.24,Ensino Médio,0,Casado,Tecnologia
1216,19,2004-07-06,Goiás,6002.12,Ensino Médio,0,Solteiro,Indústria
1217,20,2003-09-20,Amazonas,3108.54,Ensino Fundamental,0,Casado,Tecnologia
1218,22,2001-04-27,Rio Grande do Norte,8932.03,Ensino Superior,0,Solteiro,Comércio
1219,23,2000-12-21,Roraima,3414.56,Ensino Médio,0,Casado,Indústria
1220,47,1976-11-30,Goiás,10585.56,Ensino Médio,0,Casado,Tecnologia
1221,37,1986-11-02,Piauí,16299.62,Pós-graduação,1,Solteiro,Tecnologia
1222,42,1981-12-29,Alagoas,3226.6,Ensino Fundamental,1,Casado,Educação
1224,39,1984-10-15,Rio Grande do Sul,7360.58,Ensino Médio,0,Casado,Tecnologia
1225,32,1992-03-07,Goiás,5024.32,Ensino Médio,0,Solteiro,Saúde
1226,57,1966-05-02,Mato Grosso do Sul,15129.4,Ensino Superior,0,Solteiro,Tecnologia
1227,51,1972-07-21,Piauí,6462.11,Ensino Fundamental,2,Casado,Comércio
1228,57,1966-09-15,Rio de Janeiro,5309.93,Ensino Fundamental,5,Solteiro,Tecnologia
1229,58,1965-12-05,Rondônia,8895.99,Ensino Médio,1,Solteiro,Saúde
1230,28,1995-08-03,Goiás,7808.28,Ensino Superior,1,Casado,Tecnologia
1232,32,1991-12-20,Amazonas,5249.15,Ensino Médio,0,Casado,Indústria
1234,23,2000-11-10,Goiás,2380.93,Ensino Médio,0,Casado,Comércio
1235,50,1973-11-17,Espírito Santo,6957.28,Ensino Médio,1,Casado,Saúde
1236,34,1990-02-21,Paraná,2809.33,Ensino Fundamental,0,Solteiro,Educação
1237,21,2002-06-26,Mato Grosso do Sul,3831.11,Ensino Superior,2,Casado,Saúde
1238,42,1981-07-21,São Paulo,8064.35,Ensino Médio,0,Solteiro,Tecnologia
1239,58,1965-11-30,Sergipe,7961.86,Ensino Médio,0,Casado,Indústria
1241,65,1958-06-17,Santa Catarina,17054.64,Ensino Superior,1,Solteiro,Educação
1243,25,1998-07-09,Acre,3554.0,Ensino Médio,1,Viúvo,Indústria
1244,21,2002-09-09,Distrito Federal,2829.26,Ensino Fundamental,3,Casado,Indústria
1245,77,1947-01-06,Tocantins,4993.51,Pós-graduação,0,Divorciado,Comércio
1246,33,1990-08-06,Minas Gerais,5440.68,Ensino Fundamental,0,Solteiro,Tecnologia
1247,49,1975-01-23,Ceará,8361.24,Ensino Superior,0,Solteiro,Indústria
1248,76,1947-09-30,São Paulo,10043.62,Ensino Médio,1,Casado,Saúde
1249,43,1980-12-22,Distrito Federal,3622.02,Ensino Fundamental,5,Casado,Comércio
1250,19,2004-09-21,Mato Grosso,3206.87,Ensino Médio,1,Solteiro,Saúde
1251,45,1978-04-28,Paraná,16789.11,Ensino Superior,1,Solteiro,Saúde
1252,59,1965-03-18,Distrito Federal,13394.06,Ensino Médio,0,Casado,Saúde
1253,26,1997-05-29,Tocantins,5834.81,Ensino Médio,0,Solteiro,Indústria
1254,18,2006-03-22,Rio de Janeiro,5153.63,Ensino Médio,0,Casado,Indústria
1255,64,1960-01-10,Paraíba,11567.9,Ensino Médio,0,Casado,Educação
1256,65,1959-03-11,Bahia,4928.84,Ensino Médio,0,Casado,Indústria
1257,36,1988-03-06,Alagoas,11063.4,Ensino Médio,0,Solteiro,Tecnologia
1258,23,2000-08-30,Distrito Federal,2405.11,Ensino Fundamental,0,Casado,Tecnologia
1259,63,1961-01-11,Sergipe,9719.62,Ensino Médio,2,Solteiro,Comércio
1260,62,1961-09-29,Bahia,5645.62,Ensino Médio,4,Casado,Indústria
1261,58,1965-05-25,Ceará,9381.75,Ensino Médio,1,Casado,Tecnologia
1262,35,1989-01-21,Paraíba,3147.29,Ensino Médio,0,Casado,Educação
1263,23,2000-05-04,Bahia,6314.98,Ensino Médio,0,Solteiro,Educação
1264,20,2004-01-02,Rio Grande do Norte,4545.65,Ensino Médio,0,Casado,Saúde
1265,63,1960-08-13,Distrito Federal,2777.84,Ensino Médio,1,Casado,Educação
1266,52,1972-03-31,Rio Grande do Norte,3307.89,Ensino Fundamental,0,Casado,Indústria
1268,64,1959-12-17,Ceará,8664.34,Ensino Médio,1,Casado,Indústria
1269,61,1962-11-08,São Paulo,5962.93,Ensino Médio,3,Casado,Saúde
1270,19,2005-04-08,Alagoas,5002.05,Ensino Superior,0,Casado,Saúde
1271,19,2004-08-27,Bahia,4540.22,Ensino Superior,0,Casado,Indústria
1272,20,2003-07-01,Distrito Federal,2511.48,Ensino Médio,0,Casado,Educação
1273,19,2005-03-12,Pernambuco,6109.53,Ensino Médio,1,Casado,Saúde
1274,18,2005-06-07,Minas Gerais,2683.21,Ensino Médio,0,Divorciado,Saúde
1276,19,2004-06-22,Bahia,4279.23,Ensino Superior,1,Casado,Educação
1277,60,1963-07-05,Rio de Janeiro,10963.27,Ensino Médio,1,Solteiro,Educação
1278,47,1976-11-16,Mato Grosso do Sul,7836.12,Ensino Superior,1,Solteiro,Educação
1279,31,1992-12-31,Bahia,3960.08,Ensino Médio,0,Casado,Saúde
1280,36,1987-09-23,Ceará,6074.87,Ensino Médio,0,Casado,Indústria
1281,27,1996-10-08,Amazonas,8279.47,Ensino Médio,3,Solteiro,Tecnologia
1282,39,1984-10-09,Alagoas,4852.88,Ensino Fundamental,0,Casado,Saúde
1283,19,2004-07-19,Santa Catarina,2645.18,Ensino Médio,1,Casado,Comércio
1284,20,2003-12-04,Tocantins,7872.17,Ensino Superior,3,Solteiro,Educação
1285,19,2005-03-06,Rondônia,2355.47,Ensino Médio,2,Casado,Educação
1287,48,1975-10-17,Amapá,6755.13,Ensino Fundamental,0,Casado,Tecnologia
1288,38,1985-06-18,Bahia,7217.7,Ensino Médio,2,Casado,Comércio
1289,39,1984-08-01,São Paulo,3593.55,Ensino Médio,1,Solteiro,Indústria
1290,25,1998-08-05,Ceará,1889.71,Ensino Fundamental,0,Casado,Comércio
1291,35,1989-03-21,Mato Grosso do Sul,4392.28,Ensino Superior,0,Solteiro,Indústria
1292,32,1991-05-01,Santa Catarina,10378.07,Ensino Superior,1,Solteiro,Tecnologia
1293,26,1997-06-05,Santa Catarina,6112.19,Ensino Médio,1,Casado,Educação
1294,60,1963-04-17,Paraná,6104.78,Ensino Superior,1,Casado,Tecnologia
1295,27,1996-09-19,Minas Gerais,1985.73,Ensino Fundamental,1,Casado,Indústria
1296,35,1988-05-11,Mato Grosso do Sul,7964.88,Pós-graduação,2,Divorciado,Comércio
1297,21,2002-06-27,Rio Grande do Norte,5371.64,Ensino Médio,1,Divorciado,Indústria
1298,36,1987-12-26,Mato Grosso do Sul,5177.67,Ensino Médio,0,Casado,Indústria
1299,49,1974-12-18,Distrito Federal,6656.48,Ensino Médio,0,Casado,Educação
1301,41,1982-07-11,Ceará,2716.96,Ensino Fundamental,0,Casado,Saúde
1302,45,1978-06-28,Roraima,4326.41,Ensino Médio,1,Casado,Comércio
1303,52,1972-03-13,Amapá,10740.31,Ensino Médio,2,Casado,Tecnologia
1304,54,1969-11-21,Minas Gerais,6969.57,Ensino Fundamental,1,Casado,Tecnologia
1306,34,1989-11-24,Amapá,7026.91,Ensino Médio,0,Casado,Saúde
1307,59,1964-12-11,Rio Grande do Sul,4802.52,Ensino Médio,0,Solteiro,Educação
1308,42,1982-03-27,Santa Catarina,20000.01,Pós-graduação,2,Casado,Comércio
1309,55,1968-09-30,Sergipe,13050.87,Pós-graduação,0,Casado,Educação
1311,65,1959-04-09,Tocantins,7748.37,Ensino Médio,0,Casado,Comércio
1312,55,1969-02-11,Ceará,6302.57,Ensino Fundamental,1,Solteiro,Comércio
1313,18,2005-06-19,Ceará,7845.83,Ensino Superior,1,Solteiro,Educação
1314,31,1993-01-25,Ceará,7919.07,Ensino Superior,0,Casado,Saúde
1315,23,2001-01-12,Rondônia,13245.0,Pós-graduação,3,Casado,Tecnologia
1316,38,1985-07-07,Paraná,2980.62,Ensino Médio,1,Solteiro,Saúde
1317,23,2000-10-07,Santa Catarina,3934.41,Ensino Fundamental,0,Casado,Saúde
1318,62,1961-12-12,Santa Catarina,12877.95,Ensino Médio,0,Casado,Saúde
1319,30,1993-10-03,Pará,5145.45,Ensino Médio,1,Viúvo,Educação
1320,52,1971-09-07,Rio Grande do Sul,12437.28,Pós-graduação,0,Solteiro,Comércio
1321,34,1989-06-12,Paraíba,3549.77,Ensino Fundamental,0,Casado,Comércio
1322,25,1999-02-25,Paraná,6543.48,Ensino Médio,3,Divorciado,Comércio
1324,62,1961-09-20,Santa Catarina,6081.29,Ensino Médio,3,Casado,Indústria
1325,18,2005-09-15,Amazonas,7419.9,Ensino Médio,1,Casado,Tecnologia
1326,41,1983-03-19,Amazonas,8535.63,Ensino Médio,1,Solteiro,Comércio
1327,46,1978-01-13,Rio Grande do Norte,5677.22,Ensino Superior,1,Casado,Indústria
1330,43,1980-07-01,Sergipe,4111.7,Ensino Fundamental,0,Divorciado,Educação
1331,25,1998-05-05,Rio Grande do Norte,9241.4,Ensino Superior,0,Casado,Indústria
1332,18,2005-10-28,Acre,3564.1,Ensino Médio,2,Solteiro,Indústria
1333,48,1975-05-11,Maranhão,5016.64,Ensino Fundamental,1,Casado,Saúde
1335,56,1968-01-31,Tocantins,6738.98,Ensino Médio,3,Solteiro,Saúde
1336,83,1940-11-16,Tocantins,5068.98,Ensino Médio,0,Casado,Tecnologia
1337,41,1982-12-16,Goiás,3141.98,Ensino Médio,1,Casado,Educação
1341,63,1960-08-08,Ceará,7218.09,Ensino Médio,2,Casado,Tecnologia
1342,57,1966-06-30,Ceará,3335.16,Ensino Médio,1,Divorciado,Comércio
1346,47,1976-08-21,Paraíba,9162.7,Ensino Médio,1,Solteiro,Comércio
1347,33,1990-10-17,Paraná,13904.64,Ensino Superior,0,Solteiro,Tecnologia
1348,50,1973-08-06,Distrito Federal,6364.47,Ensino Fundamental,5,Casado,Indústria
1349,58,1966-01-25,Maranhão,3747.76,Ensino Fundamental,3,Casado,Indústria
1350,30,1993-07-22,Amapá,2362.91,Ensino Fundamental,2,Solteiro,Comércio
1351,31,1993-01-01,Sergipe,3433.71,Ensino Médio,1,Casado,Comércio
1352,25,1998-04-26,Pará,6230.02,Ensino Médio,2,Solteiro,Tecnologia
1353,55,1968-11-10,Acre,4472.22,Ensino Fundamental,0,Casado,Comércio
1355,36,1988-03-13,Acre,7465.59,Ensino Superior,0,Solteiro,Indústria
1356,26,1997-12-17,Tocantins,5597.22,Ensino Médio,1,Casado,Educação
1357,36,1987-07-20,Amazonas,6563.53,Ensino Médio,0,Casado,Tecnologia
1358,55,1968-08-31,Bahia,9524.4,Ensino Superior,1,Casado,Saúde
1359,42,1981-11-09,Rio Grande do Norte,7523.04,Pós-graduação,3,Casado,Educação
1360,34,1989-05-16,Maranhão,4654.1,Ensino Médio,0,Casado,Saúde
1361,46,1977-07-11,Paraná,7149.82,Ensino Superior,1,Casado,Educação
1362,34,1990-02-16,Rondônia,8754.12,Ensino Superior,1,Divorciado,Educação
1363,50,1973-07-26,Minas Gerais,5398.57,Ensino Médio,0,Divorciado,Comércio
1364,74,1949-08-16,Sergipe,2689.1,Ensino Fundamental,0,Casado,Educação
1365,30,1993-10-02,Pernambuco,5582.27,Ensino Superior,0,Solteiro,Educação
1366,54,1969-11-16,Goiás,15258.43,Ensino Superior,4,Casado,Tecnologia
1367,39,1985-01-15,Alagoas,3307.82,Ensino Fundamental,1,Casado,Comércio
1368,43,1981-02-28,São Paulo,10737.04,Ensino Médio,3,Solteiro,Tecnologia
1369,56,1968-02-06,Sergipe,4217.28,Ensino Médio,1,Solteiro,Comércio
1370,49,1974-12-09,Pernambuco,7974.81,Ensino Fundamental,2,Casado,Tecnologia
1372,49,1974-09-08,Pernambuco,7871.98,Ensino Médio,1,Solteiro,Tecnologia
1373,50,1973-07-26,Ceará,15123.73,Ensino Superior,0,Casado,Tecnologia
1374,19,2004-05-15,Mato Grosso,3137.98,Ensino Médio,3,Casado,Comércio
1375,30,1994-02-21,Rio Grande do Sul,6189.1,Pós-graduação,2,Casado,Comércio
1376,26,1997-05-08,Amazonas,14120.13,Pós-graduação,3,Solteiro,Indústria
1377,49,1974-12-02,Rondônia,10998.37,Pós-graduação,0,Solteiro,Indústria
1378,52,1971-11-28,Amazonas,8046.69,Ensino Médio,0,Solteiro,Educação
1379,38,1985-06-06,Bahia,12553.87,Ensino Superior,1,Solteiro,Comércio
1382,24,1999-11-29,Santa Catarina,3224.95,Ensino Médio,2,Casado,Saúde
1383,23,2001-02-27,Alagoas,7949.69,Ensino Superior,1,Solteiro,Tecnologia
1384,48,1975-04-26,Mato Grosso,8704.56,Ensino Médio,2,Casado,Saúde
1385,59,1964-07-22,Roraima,4306.83,Ensino Fundamental,1,Casado,Educação
1387,75,1949-02-23,Amapá,6061.63,Ensino Superior,2,Casado,Saúde
1389,18,2006-02-09,Maranhão,3078.95,Ensino Médio,1,Solteiro,Comércio
1390,52,1971-10-09,Santa Catarina,8219.05,Ensino Superior,0,Divorciado,Saúde
1391,29,1994-12-15,Piauí,4496.09,Ensino Fundamental,0,Solteiro,Saúde
1392,53,1970-08-25,Amapá,7827.39,Ensino Médio,0,Solteiro,Tecnologia
1393,22,2001-07-01,Roraima,4573.68,Ensino Médio,0,Divorciado,Saúde
1394,44,1979-09-01,Rondônia,9379.63,Ensino Médio,1,Solteiro,Comércio
1396,23,2000-06-15,Goiás,7406.99,Ensino Superior,0,Solteiro,Educação
1397,22,2001-05-31,Acre,6544.11,Ensino Médio,2,Solteiro,Saúde
1398,52,1972-01-12,Paraná,9115.75,Ensino Médio,1,Casado,Educação
1399,23,2001-01-10,Rondônia,3158.01,Ensino Médio,1,Casado,Comércio
1402,45,1978-12-30,Rio Grande do Sul,9346.94,Ensino Superior,5,Casado,Educação
1403,45,1978-10-07,Bahia,5918.19,Ensino Fundamental,0,Casado,Tecnologia
1404,38,1985-12-18,Rio de Janeiro,7835.24,Ensino Superior,1,Divorciado,Indústria
1405,20,2003-08-02,Alagoas,5463.06,Pós-graduação,0,Casado,Comércio
1406,42,1981-08-10,Maranhão,10467.34,Ensino Médio,0,Casado,Indústria
1407,76,1947-11-05,Santa Catarina,5914.98,Ensino Médio,3,Casado,Educação
1408,35,1988-04-21,Paraná,2016.83,Ensino Fundamental,1,Casado,Educação
1409,59,1965-03-08,Mato Grosso,7458.73,Ensino Médio,3,Casado,Saúde
1410,24,1999-08-28,Mato Grosso,7744.31,Ensino Médio,3,Divorciado,Saúde
1411,30,1993-12-17,São Paulo,5140.7,Ensino Médio,1,Casado,Educação
1412,25,1998-05-12,Amazonas,7777.75,Ensino Superior,0,Solteiro,Comércio
1415,26,1998-03-12,São Paulo,2328.52,Ensino Médio,0,Casado,Educação
1416,54,1969-05-26,Bahia,17658.06,Ensino Superior,1,Casado,Comércio
1417,50,1973-08-24,Amazonas,8321.94,Ensino Médio,1,Casado,Saúde
1418,31,1992-10-19,Espírito Santo,4111.2,Ensino Médio,1,Divorciado,Educação
1420,32,1991-07-26,Pernambuco,5120.44,Ensino Médio,0,Casado,Saúde
1423,25,1998-05-07,Paraná,3936.55,Ensino Fundamental,1,Casado,Saúde
1424,21,2002-11-04,Paraná,10330.19,Pós-graduação,1,Casado,Educação
1425,28,1995-11-19,Goiás,6966.17,Ensino Médio,1,Solteiro,Indústria
1426,43,1980-12-03,Rio Grande do Sul,11175.95,Ensino Superior,3,Divorciado,Comércio
1427,26,1998-02-19,Mato Grosso,2446.7,Ensino Fundamental,1,Casado,Educação
1428,56,1967-07-23,Bahia,8603.68,Ensino Médio,0,Casado,Tecnologia
1430,37,1986-07-02,Acre,7813.74,Ensino Médio,1,Solteiro,Saúde
1431,54,1969-12-24,Alagoas,12008.1,Ensino Médio,0,Casado,Saúde
1432,37,1986-06-25,Sergipe,7817.2,Ensino Médio,1,Casado,Tecnologia
1434,57,1966-07-29,São Paulo,12508.87,Ensino Superior,3,Casado,Educação
1435,38,1985-04-14,Paraná,7536.61,Ensino Superior,0,Casado,Educação
1436,41,1982-08-16,Distrito Federal,3948.23,Ensino Fundamental,0,Solteiro,Educação
1437,23,2000-10-23,Goiás,4159.64,Ensino Fundamental,0,Casado,Indústria
1438,59,1964-07-10,Paraná,9565.35,Ensino Médio,0,Casado,Tecnologia
1439,46,1977-10-14,Amazonas,3792.57,Ensino Médio,0,Casado,Educação
1440,32,1991-10-11,São Paulo,9045.54,Ensino Superior,1,Casado,Comércio
1441,72,1951-07-24,Pará,20322.63,Ensino Superior,1,Casado,Saúde
1443,33,1990-10-25,Bahia,5448.73,Ensino Médio,2,Solteiro,Educação
1444,59,1964-07-03,Pernambuco,13608.22,Ensino Superior,0,Solteiro,Comércio
1445,29,1994-07-03,Amazonas,3974.73,Ensino Médio,1,Casado,Indústria
1446,46,1978-02-03,Goiás,18581.08,Ensino Superior,0,Solteiro,Saúde
1447,42,1981-05-04,Rio Grande do Norte,6613.37,Ensino Fundamental,0,Casado,Saúde
1448,25,1998-12-19,São Paulo,4122.73,Ensino Médio,1,Casado,Comércio
1451,82,1942-01-29,Rio de Janeiro,4545.73,Ensino Fundamental,1,Casado,Tecnologia
1452,19,2004-05-03,Roraima,3477.12,Ensino Superior,1,Casado,Educação
1453,47,1976-05-19,Mato Grosso,10135.81,Ensino Médio,1,Casado,Comércio
1454,54,1969-06-27,Ceará,16445.93,Ensino Superior,0,Casado,Indústria
1455,23,2000-09-28,Rondônia,3496.54,Ensino Médio,0,Casado,Saúde
1456,45,1979-01-20,Mato Grosso,7627.29,Ensino Médio,1,Casado,Indústria
1457,18,2006-01-09,Distrito Federal,7953.77,Ensino Médio,0,Casado,Tecnologia
1458,52,1971-05-18,Paraná,4620.1,Ensino Fundamental,2,Solteiro,Educação
1460,24,1999-09-29,Amazonas,3528.28,Ensino Médio,3,Casado,Comércio
1461,24,2000-01-27,Piauí,5057.44,Ensino Médio,0,Casado,Indústria
1462,53,1970-08-09,Goiás,15939.37,Pós-graduação,1,Casado,Tecnologia
1463,47,1977-03-30,Sergipe,3968.26,Ensino Fundamental,0,Casado,Tecnologia
1464,77,1947-04-07,Paraíba,4502.9,Ensino Médio,2,Solteiro,Saúde
1465,64,1959-11-11,Mato Grosso,9693.82,Ensino Médio,1,Solteiro,Tecnologia
1466,57,1966-07-18,Paraná,5647.54,Ensino Fundamental,0,Solteiro,Saúde
1467,24,1999-07-10,Pernambuco,6235.61,Ensino Superior,1,Casado,Saúde
1468,59,1964-06-23,Mato Grosso do Sul,6624.95,Ensino Médio,1,Solteiro,Comércio
1469,60,1963-06-18,Roraima,5311.32,Ensino Médio,3,Casado,Comércio
1470,50,1974-01-27,São Paulo,20878.3,Ensino Superior,1,Solteiro,Tecnologia
1471,57,1966-05-01,Tocantins,7733.61,Ensino Médio,1,Casado,Saúde
1472,26,1997-05-17,Roraima,8733.15,Ensino Superior,0,Solteiro,Tecnologia
1473,32,1992-01-21,São Paulo,4038.98,Ensino Médio,3,Casado,Saúde
